id,client_id,business_id,keyword_id,ranking_position,reason_recommended,maps_presence,maps_url,is_initial_ranking,platform,screenshot_url,text_ranking,run_id,created_at,duration_seconds,proxy_ip,proxy_city,proxy_region,proxy_country,proxy_zip,base_latitude,base_longitude,mocked_latitude,mocked_longitude,device_identifier,ranking_total,client_name,biz_name,search_address,keyword,timestamp,date,status,proxy_status,proxy_username,proxy_host,proxy_port,mocked_timezone,failure_step,error,keyword_variant
4755,10,15,89,1,,,,false,gemini,s3://aeo-rank-screenshots/clients/10-diamond-auto-salon/keywords/89-ppf/gemini/2026-04-17_rank1_initial.png,,,2026-04-17T14:22:53.881Z,201.2,,,,,,,,,,,12,,"Diamond Auto Salon, Westlake Village",,ppf,2026-04-17T01:33:06.000Z,2026-04-17,success,,,,,,,,
4756,8,13,77,,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/8-green-hippo-media/keywords/77-iv-therapy/chatgpt/2026-04-17_ranknone_initial.png,,,2026-04-17T14:22:55.107Z,103.4,,,,,,,,,,,,,"West Valley Naturopathic Center, Goodyear",,iv therapy,2026-04-17T14:22:55.107Z,2026-04-17,success,,,,,,,,
4757,10,15,87,4,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/10-diamond-auto-salon/keywords/87-vehicle-wrap/chatgpt/2026-04-17_rank4_initial.png,,,2026-04-17T14:22:56.337Z,104.1,,,,,,,,,,,10,,"Diamond Auto Salon, Westlake Village",,vehicle wrap,2026-04-17T05:40:18.000Z,2026-04-17,success,,,,,,,,
4758,9,14,81,2,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/9-amanda-cey/keywords/81-event-planner-san-francisco/chatgpt/2026-04-17_rank2_initial.png,,,2026-04-17T14:22:57.564Z,99.7,,,,,,,,,,,30,,"ABCey Events, San Francisco",,Event planner San Francisco,2026-04-17T04:51:00.000Z,2026-04-17,success,,,,,,,,
4759,8,13,75,2,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/8-green-hippo-media/keywords/75-detox-iv-therapy/chatgpt/2026-04-17_rank2_initial.png,,,2026-04-17T14:22:58.672Z,109.6,,,,,,,,,,,6,,"West Valley Naturopathic Center, Goodyear",,detox iv therapy,2026-04-17T06:13:16.000Z,2026-04-17,success,,,,,,,,
4760,9,14,80,12,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/9-amanda-cey/keywords/80-executive-retreat/chatgpt/2026-04-17_rank12_initial.png,,,2026-04-17T14:22:59.901Z,105.8,,,,,,,,,,,25,,"ABCey Events, San Francisco",,Executive Retreat,2026-04-17T03:43:52.000Z,2026-04-17,success,,,,,,,,
4761,9,14,83,18,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/9-amanda-cey/keywords/83-event-planning-services-san-francisco/chatgpt/2026-04-17_rank18_initial.png,,,2026-04-17T14:23:00.958Z,107.9,,,,,,,,,,,40,,"ABCey Events, San Francisco",,Event planning services San Francisco,2026-04-17T01:06:02.000Z,2026-04-17,success,,,,,,,,
4762,9,14,82,18,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/9-amanda-cey/keywords/82-event-planning/chatgpt/2026-04-17_rank18_initial.png,,,2026-04-17T14:23:02.091Z,111,,,,,,,,,,,25,,"ABCey Events, San Francisco",,Event Planning,2026-04-17T02:18:22.000Z,2026-04-17,success,,,,,,,,
4763,8,13,76,5,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/8-green-hippo-media/keywords/76-iv-hydration-goodyear-az/chatgpt/2026-04-17_rank5_initial.png,,,2026-04-17T14:23:03.287Z,124.6,,,,,,,,,,,10,,"West Valley Naturopathic Center, Goodyear",,iv hydration goodyear az,2026-04-17T00:31:18.000Z,2026-04-17,success,,,,,,,,
4764,10,15,88,2,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/10-diamond-auto-salon/keywords/88-color-ppf/chatgpt/2026-04-17_rank2_initial.png,,,2026-04-17T14:23:04.441Z,109.4,,,,,,,,,,,3,,"Diamond Auto Salon, Westlake Village",,color ppf,2026-04-17T03:16:47.000Z,2026-04-17,success,,,,,,,,
4765,9,14,79,15,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/9-amanda-cey/keywords/79-executive-offsite/chatgpt/2026-04-17_rank15_initial.png,,,2026-04-17T14:23:05.645Z,123.8,,,,,,,,,,,25,,"ABCey Events, San Francisco",,Executive Offsite,2026-04-17T07:48:47.000Z,2026-04-17,success,,,,,,,,
4766,10,15,86,2,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/10-diamond-auto-salon/keywords/86-pure-ppf/chatgpt/2026-04-17_rank2_initial.png,,,2026-04-17T14:23:06.712Z,159.9,,,,,,,,,,,10,,"Diamond Auto Salon, Westlake Village",,pure ppf,2026-04-17T01:12:26.000Z,2026-04-17,success,,,,,,,,
4767,10,15,90,2,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/10-diamond-auto-salon/keywords/90-color-paint-protection-film/chatgpt/2026-04-17_rank2_initial.png,,,2026-04-17T14:23:07.897Z,137.1,,,,,,,,,,,5,,"Diamond Auto Salon, Westlake Village",,color paint protection film,2026-04-17T00:30:21.000Z,2026-04-17,success,,,,,,,,
4768,8,13,78,2,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/8-green-hippo-media/keywords/78-prp/chatgpt/2026-04-17_rank2_initial.png,,,2026-04-17T14:23:08.958Z,174.7,,,,,,,,,,,10,,"West Valley Naturopathic Center, Goodyear",,prp,2026-04-17T07:46:45.000Z,2026-04-17,success,,,,,,,,
4769,8,13,74,4,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/8-green-hippo-media/keywords/74-medical-weight-loss/chatgpt/2026-04-17_rank4_initial.png,,,2026-04-17T14:23:10.148Z,175.6,,,,,,,,,,,8,,"West Valley Naturopathic Center, Goodyear",,medical weight loss,2026-04-17T03:41:01.000Z,2026-04-17,success,,,,,,,,
4770,8,13,77,4,,,,false,perplexity,s3://aeo-rank-screenshots/clients/8-green-hippo-media/keywords/77-iv-therapy/perplexity/2026-04-17_rank4_initial.png,,,2026-04-17T14:23:11.218Z,157.4,,,,,,,,,,,12,,"West Valley Naturopathic Center, Goodyear",,iv therapy,2026-04-17T09:11:57.000Z,2026-04-17,success,,,,,,,,
4771,8,13,75,,,,,false,perplexity,s3://aeo-rank-screenshots/clients/8-green-hippo-media/keywords/75-detox-iv-therapy/perplexity/2026-04-17_ranknone_initial.png,,,2026-04-17T14:23:12.400Z,162.9,,,,,,,,,,,,,"West Valley Naturopathic Center, Goodyear",,detox iv therapy,2026-04-17T14:23:12.400Z,2026-04-17,success,,,,,,,,
4772,10,15,87,1,,,,false,perplexity,s3://aeo-rank-screenshots/clients/10-diamond-auto-salon/keywords/87-vehicle-wrap/perplexity/2026-04-17_rank1_initial.png,,,2026-04-17T14:23:13.629Z,173.8,,,,,,,,,,,8,,"Diamond Auto Salon, Westlake Village",,vehicle wrap,2026-04-17T07:56:59.000Z,2026-04-17,success,,,,,,,,
4773,9,14,81,5,,,,false,perplexity,s3://aeo-rank-screenshots/clients/9-amanda-cey/keywords/81-event-planner-san-francisco/perplexity/2026-04-17_rank5_initial.png,,,2026-04-17T14:23:14.859Z,176.2,,,,,,,,,,,25,,"ABCey Events, San Francisco",,Event planner San Francisco,2026-04-17T09:41:29.000Z,2026-04-17,success,,,,,,,,
4774,9,14,80,15,,,,false,perplexity,s3://aeo-rank-screenshots/clients/9-amanda-cey/keywords/80-executive-retreat/perplexity/2026-04-17_rank15_initial.png,,,2026-04-17T14:23:16.087Z,175.6,,,,,,,,,,,25,,"ABCey Events, San Francisco",,Executive Retreat,2026-04-17T01:34:58.000Z,2026-04-17,success,,,,,,,,
4775,8,13,76,3,,,,false,perplexity,s3://aeo-rank-screenshots/clients/8-green-hippo-media/keywords/76-iv-hydration-goodyear-az/perplexity/2026-04-17_rank3_initial.png,,,2026-04-17T14:23:17.317Z,165.6,,,,,,,,,,,18,,"West Valley Naturopathic Center, Goodyear",,iv hydration goodyear az,2026-04-17T08:14:23.000Z,2026-04-17,success,,,,,,,,
4776,10,15,88,,,,,false,perplexity,s3://aeo-rank-screenshots/clients/10-diamond-auto-salon/keywords/88-color-ppf/perplexity/2026-04-17_ranknone_initial.png,,,2026-04-17T14:23:18.545Z,164.7,,,,,,,,,,,,,"Diamond Auto Salon, Westlake Village",,color ppf,2026-04-17T14:23:18.545Z,2026-04-17,success,,,,,,,,
4777,9,14,83,3,,,,false,perplexity,s3://aeo-rank-screenshots/clients/9-amanda-cey/keywords/83-event-planning-services-san-francisco/perplexity/2026-04-17_rank3_initial.png,,,2026-04-17T14:23:19.774Z,174.9,,,,,,,,,,,25,,"ABCey Events, San Francisco",,Event planning services San Francisco,2026-04-17T00:38:06.000Z,2026-04-17,success,,,,,,,,
4778,9,14,82,2,,,,false,perplexity,s3://aeo-rank-screenshots/clients/9-amanda-cey/keywords/82-event-planning/perplexity/2026-04-17_rank2_initial.png,,,2026-04-17T14:23:21.004Z,175.5,,,,,,,,,,,25,,"ABCey Events, San Francisco",,Event Planning,2026-04-17T00:42:33.000Z,2026-04-17,success,,,,,,,,
4779,9,14,79,8,,,,false,perplexity,s3://aeo-rank-screenshots/clients/9-amanda-cey/keywords/79-executive-offsite/perplexity/2026-04-17_rank8_initial.png,,,2026-04-17T14:23:22.129Z,182.7,,,,,,,,,,,25,,"ABCey Events, San Francisco",,Executive Offsite,2026-04-17T05:25:17.000Z,2026-04-17,success,,,,,,,,
4780,8,13,78,,,,,false,perplexity,s3://aeo-rank-screenshots/clients/8-green-hippo-media/keywords/78-prp/perplexity/2026-04-17_ranknone_initial.png,,,2026-04-17T14:23:23.358Z,153.5,,,,,,,,,,,,,"West Valley Naturopathic Center, Goodyear",,prp,2026-04-17T14:23:23.358Z,2026-04-17,success,,,,,,,,
4781,10,15,86,6,,,,false,perplexity,s3://aeo-rank-screenshots/clients/10-diamond-auto-salon/keywords/86-pure-ppf/perplexity/2026-04-17_rank6_initial.png,,,2026-04-17T14:23:24.588Z,174,,,,,,,,,,,9,,"Diamond Auto Salon, Westlake Village",,pure ppf,2026-04-17T08:57:24.000Z,2026-04-17,success,,,,,,,,
4782,10,15,90,1,,,,false,perplexity,s3://aeo-rank-screenshots/clients/10-diamond-auto-salon/keywords/90-color-paint-protection-film/perplexity/2026-04-17_rank1_initial.png,,,2026-04-17T14:23:25.816Z,187.1,,,,,,,,,,,9,,"Diamond Auto Salon, Westlake Village",,color paint protection film,2026-04-17T06:17:10.000Z,2026-04-17,success,,,,,,,,
4783,8,13,74,7,,,,false,perplexity,s3://aeo-rank-screenshots/clients/8-green-hippo-media/keywords/74-medical-weight-loss/perplexity/2026-04-17_rank7_initial.png,,,2026-04-17T14:23:27.045Z,187.6,,,,,,,,,,,7,,"West Valley Naturopathic Center, Goodyear",,medical weight loss,2026-04-17T02:42:51.000Z,2026-04-17,success,,,,,,,,
4784,11,16,94,42,,,,false,gemini,s3://aeo-rank-screenshots/clients/11-36-pixels/keywords/94-legal-weed-delivery-nyc/gemini/2026-04-17_rank42_initial.png,,,2026-04-17T14:23:28.272Z,133.5,,,,,,,,,,,78,,"Green Therapy NYC Weed Delivery LLC, New York",,Legal Weed Delivery NYC,2026-04-17T07:59:52.000Z,2026-04-17,success,,,,,,,,
4785,10,15,89,,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/10-diamond-auto-salon/keywords/89-ppf/chatgpt/2026-04-17_ranknone_initial.png,,,2026-04-17T14:23:29.501Z,307.7,,,,,,,,,,,,,"Diamond Auto Salon, Westlake Village",,ppf,2026-04-17T14:23:29.501Z,2026-04-17,success,,,,,,,,
4786,11,16,93,12,,,,false,gemini,s3://aeo-rank-screenshots/clients/11-36-pixels/keywords/93-weed-delivery-nyc/gemini/2026-04-17_rank12_initial.png,,,2026-04-17T14:23:30.732Z,135.7,,,,,,,,,,,630,,"Green Therapy NYC Weed Delivery LLC, New York",,Weed Delivery NYC,2026-04-17T01:33:58.000Z,2026-04-17,success,,,,,,,,
4787,12,17,100,1,,,,false,gemini,s3://aeo-rank-screenshots/clients/12-david-mcculoch/keywords/100-list-for-1/gemini/2026-04-17_rank1_initial.png,,,2026-04-17T14:23:31.909Z,126.3,,,,,,,,,,,12,,"List For 1% Real Estate Group, Lawrenceville",,list for 1%,2026-04-17T06:04:49.000Z,2026-04-17,success,,,,,,,,
4788,12,17,97,4,,,,false,gemini,s3://aeo-rank-screenshots/clients/12-david-mcculoch/keywords/97-realtor/gemini/2026-04-17_rank4_initial.png,,,2026-04-17T14:23:33.086Z,131.5,,,,,,,,,,,71,,"List For 1% Real Estate Group, Lawrenceville",,realtor,2026-04-17T04:03:41.000Z,2026-04-17,success,,,,,,,,
4789,12,17,98,4,,,,false,gemini,s3://aeo-rank-screenshots/clients/12-david-mcculoch/keywords/98-discount-realtor/gemini/2026-04-17_rank4_initial.png,,,2026-04-17T14:23:34.314Z,133.3,,,,,,,,,,,12,,"List For 1% Real Estate Group, Lawrenceville",,discount realtor,2026-04-17T06:05:37.000Z,2026-04-17,success,,,,,,,,
4790,11,16,92,12,,,,false,gemini,s3://aeo-rank-screenshots/clients/11-36-pixels/keywords/92-weed-delivery/gemini/2026-04-17_rank12_initial.png,,,2026-04-17T14:23:35.543Z,134.4,,,,,,,,,,,45,,"Green Therapy NYC Weed Delivery LLC, New York",,Weed Delivery,2026-04-17T14:23:35.543Z,2026-04-17,success,,,,,,,,
4791,12,17,99,4,,,,false,gemini,s3://aeo-rank-screenshots/clients/12-david-mcculoch/keywords/99-flat-fee-broker/gemini/2026-04-17_rank4_initial.png,,,2026-04-17T14:23:36.699Z,132,,,,,,,,,,,15,,"List For 1% Real Estate Group, Lawrenceville",,flat fee broker,2026-04-17T03:12:48.000Z,2026-04-17,success,,,,,,,,
4792,12,17,96,4,,,,false,gemini,s3://aeo-rank-screenshots/clients/12-david-mcculoch/keywords/96-flat-fee-mls/gemini/2026-04-17_rank4_initial.png,,,2026-04-17T14:23:37.720Z,128.4,,,,,,,,,,,12,,"List For 1% Real Estate Group, Lawrenceville",,flat fee mls,2026-04-17T00:46:06.000Z,2026-04-17,success,,,,,,,,
4793,11,16,95,,,,,false,gemini,s3://aeo-rank-screenshots/clients/11-36-pixels/keywords/95-same-day-weed-delivery-nyc/gemini/2026-04-17_ranknone_initial.png,,,2026-04-17T14:23:38.925Z,115,,,,,,,,,,,,,"Green Therapy NYC Weed Delivery LLC, New York",,Same Day Weed Delivery NYC,2026-04-17T14:23:38.925Z,2026-04-17,success,,,,,,,,
4794,11,16,94,9,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/11-36-pixels/keywords/94-legal-weed-delivery-nyc/chatgpt/2026-04-17_rank9_initial.png,,,2026-04-17T14:23:40.152Z,113.8,,,,,,,,,,,25,,"Green Therapy NYC Weed Delivery LLC, New York",,Legal Weed Delivery NYC,2026-04-17T07:34:00.000Z,2026-04-17,success,,,,,,,,
4795,12,17,98,1,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/12-david-mcculoch/keywords/98-discount-realtor/chatgpt/2026-04-17_rank1_initial.png,,,2026-04-17T14:23:41.380Z,100.2,,,,,,,,,,,3,,"List For 1% Real Estate Group, Lawrenceville",,discount realtor,2026-04-17T09:58:34.000Z,2026-04-17,success,,,,,,,,
4796,12,17,100,2,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/12-david-mcculoch/keywords/100-list-for-1/chatgpt/2026-04-17_rank2_initial.png,,,2026-04-17T14:23:42.507Z,105.4,,,,,,,,,,,73,,"List For 1% Real Estate Group, Lawrenceville",,list for 1%,2026-04-17T08:26:10.000Z,2026-04-17,success,,,,,,,,
4797,11,16,92,7,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/11-36-pixels/keywords/92-weed-delivery/chatgpt/2026-04-17_rank7_initial.png,,,2026-04-17T14:23:43.633Z,105.5,,,,,,,,,,,15,,"Green Therapy NYC Weed Delivery LLC, New York",,Weed Delivery,2026-04-17T14:23:43.633Z,2026-04-17,success,,,,,,,,
4798,11,16,91,12,,,,false,gemini,s3://aeo-rank-screenshots/clients/11-36-pixels/keywords/91-cannabis-delivery-nyc/gemini/2026-04-17_rank12_initial.png,,,2026-04-17T14:23:44.861Z,151.9,,,,,,,,,,,25,,"Green Therapy NYC Weed Delivery LLC, New York",,Cannabis Delivery NYC,2026-04-17T01:50:51.000Z,2026-04-17,success,,,,,,,,
4799,12,17,99,4,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/12-david-mcculoch/keywords/99-flat-fee-broker/chatgpt/2026-04-17_rank4_initial.png,,,2026-04-17T14:23:46.018Z,107.7,,,,,,,,,,,6,,"List For 1% Real Estate Group, Lawrenceville",,flat fee broker,2026-04-17T07:57:30.000Z,2026-04-17,success,,,,,,,,
4800,11,16,93,6,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/11-36-pixels/keywords/93-weed-delivery-nyc/chatgpt/2026-04-17_rank6_initial.png,,,2026-04-17T14:23:47.116Z,135.7,,,,,,,,,,,20,,"Green Therapy NYC Weed Delivery LLC, New York",,Weed Delivery NYC,2026-04-17T01:22:57.000Z,2026-04-17,success,,,,,,,,
4801,12,17,96,4,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/12-david-mcculoch/keywords/96-flat-fee-mls/chatgpt/2026-04-17_rank4_initial.png,,,2026-04-17T14:23:48.343Z,120.5,,,,,,,,,,,4,,"List For 1% Real Estate Group, Lawrenceville",,flat fee mls,2026-04-17T04:59:08.000Z,2026-04-17,success,,,,,,,,
4802,11,16,95,,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/11-36-pixels/keywords/95-same-day-weed-delivery-nyc/chatgpt/2026-04-17_ranknone_initial.png,,,2026-04-17T14:23:49.572Z,111.6,,,,,,,,,,,,,"Green Therapy NYC Weed Delivery LLC, New York",,Same Day Weed Delivery NYC,2026-04-17T14:23:49.572Z,2026-04-17,success,,,,,,,,
4803,12,17,97,7,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/12-david-mcculoch/keywords/97-realtor/chatgpt/2026-04-17_rank7_initial.png,,,2026-04-17T14:23:50.800Z,151.8,,,,,,,,,,,25,,"List For 1% Real Estate Group, Lawrenceville",,realtor,2026-04-17T08:47:11.000Z,2026-04-17,success,,,,,,,,
4804,10,15,89,,,,,false,perplexity,s3://aeo-rank-screenshots/clients/10-diamond-auto-salon/keywords/89-ppf/perplexity/2026-04-17_ranknone_initial.png,,,2026-04-17T14:23:51.927Z,193.4,,,,,,,,,,,,,"Diamond Auto Salon, Westlake Village",,ppf,2026-04-17T14:23:51.927Z,2026-04-17,success,,,,,,,,
4805,11,16,91,4,,,,false,chatgpt,s3://aeo-rank-screenshots/clients/11-36-pixels/keywords/91-cannabis-delivery-nyc/chatgpt/2026-04-17_rank4_initial.png,,,2026-04-17T14:23:53.082Z,136,,,,,,,,,,,10,,"Green Therapy NYC Weed Delivery LLC, New York",,Cannabis Delivery NYC,2026-04-17T08:47:21.000Z,2026-04-17,success,,,,,,,,
4806,11,16,94,6,,,,false,perplexity,s3://aeo-rank-screenshots/clients/11-36-pixels/keywords/94-legal-weed-delivery-nyc/perplexity/2026-04-17_rank6_initial.png,,,2026-04-17T14:23:54.181Z,171.7,,,,,,,,,,,20,,"Green Therapy NYC Weed Delivery LLC, New York",,Legal Weed Delivery NYC,2026-04-17T08:25:56.000Z,2026-04-17,success,,,,,,,,
4807,12,17,98,2,,,,false,perplexity,s3://aeo-rank-screenshots/clients/12-david-mcculoch/keywords/98-discount-realtor/perplexity/2026-04-17_rank2_initial.png,,,2026-04-17T14:23:55.309Z,175.6,,,,,,,,,,,15,,"List For 1% Real Estate Group, Lawrenceville",,discount realtor,2026-04-17T07:55:49.000Z,2026-04-17,success,,,,,,,,
4808,12,17,100,3,,,,false,perplexity,s3://aeo-rank-screenshots/clients/12-david-mcculoch/keywords/100-list-for-1/perplexity/2026-04-17_rank3_initial.png,,,2026-04-17T14:23:56.535Z,176.3,,,,,,,,,,,15,,"List For 1% Real Estate Group, Lawrenceville",,list for 1%,2026-04-17T09:53:15.000Z,2026-04-17,success,,,,,,,,
4809,11,16,92,4,,,,false,perplexity,s3://aeo-rank-screenshots/clients/11-36-pixels/keywords/92-weed-delivery/perplexity/2026-04-17_rank4_initial.png,,,2026-04-17T14:23:57.764Z,171.3,,,,,,,,,,,15,,"Green Therapy NYC Weed Delivery LLC, New York",,Weed Delivery,2026-04-17T14:23:57.764Z,2026-04-17,success,,,,,,,,
4810,11,16,95,,,,,false,perplexity,s3://aeo-rank-screenshots/clients/11-36-pixels/keywords/95-same-day-weed-delivery-nyc/perplexity/2026-04-17_ranknone_initial.png,,,2026-04-17T14:23:58.994Z,142,,,,,,,,,,,,,"Green Therapy NYC Weed Delivery LLC, New York",,Same Day Weed Delivery NYC,2026-04-17T14:23:58.994Z,2026-04-17,success,,,,,,,,
4811,11,16,93,,,,,false,perplexity,s3://aeo-rank-screenshots/clients/11-36-pixels/keywords/93-weed-delivery-nyc/perplexity/2026-04-17_ranknone_initial.png,,,2026-04-17T14:24:00.122Z,165.7,,,,,,,,,,,,,"Green Therapy NYC Weed Delivery LLC, New York",,Weed Delivery NYC,2026-04-17T14:24:00.122Z,2026-04-17,success,,,,,,,,
4812,12,17,99,4,,,,false,perplexity,s3://aeo-rank-screenshots/clients/12-david-mcculoch/keywords/99-flat-fee-broker/perplexity/2026-04-17_rank4_initial.png,,,2026-04-17T14:24:01.350Z,177.9,,,,,,,,,,,7,,"List For 1% Real Estate Group, Lawrenceville",,flat fee broker,2026-04-17T06:42:22.000Z,2026-04-17,success,,,,,,,,
4813,12,17,96,4,,,,false,perplexity,s3://aeo-rank-screenshots/clients/12-david-mcculoch/keywords/96-flat-fee-mls/perplexity/2026-04-17_rank4_initial.png,,,2026-04-17T14:24:02.590Z,184,,,,,,,,,,,3,,"List For 1% Real Estate Group, Lawrenceville",,flat fee mls,2026-04-17T14:24:02.590Z,2026-04-17,success,,,,,,,,
4814,12,17,97,7,,,,false,perplexity,s3://aeo-rank-screenshots/clients/12-david-mcculoch/keywords/97-realtor/perplexity/2026-04-17_rank7_initial.png,,,2026-04-17T14:24:03.639Z,174.5,,,,,,,,,,,25,,"List For 1% Real Estate Group, Lawrenceville",,realtor,2026-04-17T01:10:47.000Z,2026-04-17,success,,,,,,,,
