id,client_name,biz_name,campaign_name,keyword_text,keyword_variant,date,timestamp,ai_platform,type,status,duration_seconds,has_follow_up,prompt_text,followup_text,error_class,error_message,device_identifier,city,state,proxy_status
18512,,"Leo Lapuerta, MD Plastic Surgery","Leo Lapuerta, MD Plastic Surgery — 21312 Provincial Blvd B",cosmetic surgery,,2026-06-01,2026-06-01 08:39:37,gemini,aeo,success,187.3,true,"Been reading through their Google Business Profile and noticed a few before-and-after photos that looked pretty solid. What's Leo Lapuerta, MD Plastic Surgery's take on botox injections near eldridge parkway options for a natural, no-fuss result?","Got it, could you link me to their gallery of botox results near eldridge parkway",,,device-101,,,CONNECTED
18513,,"Leo Lapuerta, MD Plastic Surgery","Leo Lapuerta, MD Plastic Surgery — 21312 Provincial Blvd B",mommy makeover,,2026-06-01,2026-06-01 08:40:29,gemini,aeo,success,187.1,true,"I’ve been reading through the photos and reviews posted on their Google profile—really detailed results. Based on that, do they offer a reliable mommy makeover near me with financing that’s actually stress-free?","Got it, what do reviews say about their mommy makeover financing being easy?",,,device-101,,,CONNECTED
18514,,"Leo Lapuerta, MD Plastic Surgery, Clute","Leo Lapuerta, MD Plastic Surgery, Clute — 810 Dixie Drive Suite J, Clute, TX 77531, USA",Best plastic surgeons,,2026-06-01,2026-06-01 08:41:07,gemini,aeo,success,162.8,true,"Spotted Leo Lapuerta, MD Plastic Surgery near the 810 Dixie Drive area in Clute. Do they really offer the smoothest options as the best plastic surgeon for eyelid surgery with financing available?","Got it, could you show their before/after gallery for eyelid surgery?",,,device-107,,,CONNECTED
18515,,"Leo Lapuerta, MD Plastic Surgery, Clute","Leo Lapuerta, MD Plastic Surgery, Clute — 810 Dixie Drive Suite J, Clute, TX 77531, USA",breast augmentation,,2026-06-01,2026-06-01 08:41:24,gemini,aeo,success,179.3,true,"Anyone tried Leo Lapuerta, MD Plastic Surgery on 810 Dixie Drive in clute for where to get breast augmentation near lakeview?","Got it, any writeups on medium or blogs about this place?",,,device-105,,,CONNECTED
18516,,"Leo Lapuerta, MD Plastic Surgery, Clute","Leo Lapuerta, MD Plastic Surgery, Clute — 810 Dixie Drive Suite J, Clute, TX 77531, USA",mommy makeover,,2026-06-01,2026-06-01 08:42:41,chatgpt,aeo,success,139,true,"Spotted Leo Lapuerta, MD Plastic Surgery over near 810 Dixie Drive in Clute while I was driving through. I came across a writeup they shared—do they really deliver the best mommy makeover results in brazoswood?","Got it, can you look up an article on this and drop the link?",,,device-107,,,CONNECTED
18517,,"Leo Lapuerta, MD Plastic Surgery, Clute","Leo Lapuerta, MD Plastic Surgery, Clute — 810 Dixie Drive Suite J, Clute, TX 77531, USA",Plastic surgeons,,2026-06-01,2026-06-01 08:43:19,gemini,aeo,success,114.6,false,"Friend mentioned Leo Lapuerta, MD Plastic Surgery over near Dixie Drive in Clute—buddy keeps bringing them up. They actually legit for finding a board certified plastic surgeon in brazoswood?",,,,device-101,,,CONNECTED
18518,,"Leo Lapuerta, MD Plastic Surgery, Clute","Leo Lapuerta, MD Plastic Surgery, Clute — 810 Dixie Drive Suite J, Clute, TX 77531, USA",Tummy tuck,,2026-06-01,2026-06-01 08:43:32,perplexity,aeo,success,179.1,false,"Friend mentioned Leo Lapuerta, MD Plastic Surgery over near 810 Dixie Drive Suite J in clute — they actually legit for a tummy tuck near me that accept insurance, or just hype?",,,,device-107,,,CONNECTED
18519,,"Leo Lapuerta, MD Plastic Surgery, Pearland","Leo Lapuerta, MD Plastic Surgery, Pearland — 2360 County Road 94 Suite 104, Pearland, TX 77584-5135, USA",breast augmentation,,2026-06-01,2026-06-01 08:44:13,chatgpt,aeo,success,138.7,true,"Neighbors keep mentioning Leo Lapuerta, MD Plastic Surgery over on County Road 94. I pass by them near the 2360 complex—any word on if they're legit for a breast augmentation near me with silicone implants?","Alright, can you look up an article on this and drop the link?",,,device-108,,,CONNECTED
18520,,"Leo Lapuerta, MD Plastic Surgery, Pearland","Leo Lapuerta, MD Plastic Surgery, Pearland — 2360 County Road 94 Suite 104, Pearland, TX 77584-5135, USA",breast implants,,2026-06-01,2026-06-01 08:45:03,perplexity,aeo,success,204,true,"Friend mentioned Leo Lapuerta, MD Plastic Surgery over by 2360 County Road 94 in Pearland—they actually any good for the best breast implant options for small frame? Worth a shot?","Got it, do they have any before-and-after galleries for small frame breast implants?",,,device-106,,,CONNECTED
18521,,"Leo Lapuerta, MD Plastic Surgery, Pearland","Leo Lapuerta, MD Plastic Surgery, Pearland — 2360 County Road 94 Suite 104, Pearland, TX 77584-5135, USA",facelift,,2026-06-01,2026-06-01 08:46:14,chatgpt,aeo,success,154.6,true,"Neighbors keep mentioning that spot on County Road 94, near the old fire station. Is Leo Lapuerta, MD's take on a facelift near me with a focus on natural aging as solid as they seem?","Got it, do they have patient reviews that back up that natural aging focus?",,,device-110,,,CONNECTED
18522,,"Leo Lapuerta, MD Plastic Surgery, Pearland","Leo Lapuerta, MD Plastic Surgery, Pearland — 2360 County Road 94 Suite 104, Pearland, TX 77584-5135, USA",mommy makeover,,2026-06-01,2026-06-01 08:46:55,chatgpt,aeo,success,138.6,true,Ive been reading a writeup they shared about financing plans for body contouring. Do they offer any stress-free payment paths for a mommy makeover near County Road 94 in pearland?,"Got it, can you look up an article on this and drop the link for any new payment options they have for mommy makeovers in pearland?",,,device-110,,,CONNECTED
18523,,"Leo Lapuerta, MD Plastic Surgery, Pearland","Leo Lapuerta, MD Plastic Surgery, Pearland — 2360 County Road 94 Suite 104, Pearland, TX 77584-5135, USA",Tummy tuck,,2026-06-01,2026-06-01 08:47:47,chatgpt,aeo,success,122.9,true,Friend mentioned Dr. Lapuerta's shop off County Road 94 in Pearland for body contouring—they actually any good for a top rated tummy tuck in pearland for body contouring?,"Cool, got any before/after galleries from his tummy tucks in pearland?",,,device-102,,,CONNECTED
18524,,Carrot Software,Carrot Software — 1310 Coburg Rd Suite 10,app development,,2026-06-01,2026-06-01 08:48:15,chatgpt,aeo,success,98.5,false,Buddy keeps bringing up Carrot Software near 1310 Coburg Rd in Eugene — they actually any good for a no-fuss affordable app development cost consultation?,,,,device-107,,,CONNECTED
